activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version
9536,58,210,136,3,1,49.87,49.17,0.74,7,1,1080p,True,English,5,False,False,False,,True,5,,True,True,False,Content-Based,3,15.5,0.549,Upgrade,7.99,PayPal,False,,False,1.25,True,False,False,,Variant_A,v3.1
9537,201,83,55,3,3,70.9,72.62,0.42,5,0,1080p,True,English,3,True,False,True,1.5,False,0,Thumbs Down,True,False,False,Content-Based,5,,0.841,Cancellation,0.0,PayPal,False,Found Alternative,False,0.69,True,False,False,,Variant_A,v3.1
9538,225,326,16,3,1,43.91,54.66,0.78,7,4,1080p,True,English,4,True,True,False,,True,2,,True,True,False,Trending,4,14.1,0.99,None,0.0,PayPal,False,,True,0.87,True,True,False,,Variant_A,v3.3
9539,142,250,107,2,3,218.02,264.09,0.9,4,0,720p,False,English,7,False,False,False,,False,0,,False,False,False,Trending,3,,0.478,None,0.0,Credit Card,False,,True,2.25,True,False,False,,Variant_B,v4.0
9540,381,214,100,1,1,289.94,288.22,0.48,7,4,720p,True,Hindi,9,False,False,False,,False,0,,True,False,False,Editorial,19,,0.782,None,0.0,Credit Card,False,,False,1.78,False,False,False,,Control,v3.2
9541,368,320,79,1,3,240.36,263.97,0.32,5,4,720p,False,English,9,False,False,True,1.3,False,0,,True,True,False,Hybrid,10,84.5,0.711,None,0.0,Credit Card,False,,True,0.56,False,False,False,,Control,v3.2
9542,84,30,117,4,3,80.11,90.07,0.48,6,1,1080p,False,Spanish,3,False,False,False,,False,0,,True,False,False,Hybrid,7,,0.91,Renewal,0.0,Credit Card,False,,False,0.94,False,False,False,,Variant_B,v3.3
9543,143,111,144,4,1,15.12,14.86,0.48,7,3,4K,True,German,3,False,False,False,,True,5,,True,False,False,Content-Based,12,,0.4,Renewal,0.0,Credit Card,False,,True,0.18,False,False,False,,Control,v4.0
9544,352,120,62,2,2,80.19,94.96,0.91,5,2,1080p,True,Spanish,6,True,True,False,,True,5,,True,False,False,Collaborative Filtering,8,,0.482,Signup,0.0,Credit Card,False,,False,1.64,False,False,True,Auth Error,Control,v3.3
9545,33,191,109,2,1,99.4,97.23,0.55,6,0,1080p,True,German,1,False,False,False,,True,2,,True,False,False,Collaborative Filtering,5,,0.422,Renewal,13.99,Apple Pay,False,,True,0.99,False,False,False,,Variant_B,v3.2
9546,401,115,41,4,3,120.14,150.32,0.91,4,4,1080p,False,German,5,True,False,False,,False,0,,True,False,False,Trending,13,,0.498,Upgrade,7.99,PayPal,False,,True,0.23,False,False,True,Playback Error,Variant_B,v4.0
9547,152,26,112,3,1,21.99,27.19,0.79,6,0,1080p,False,Spanish,4,False,False,False,,True,2,,True,True,False,Collaborative Filtering,9,67.9,0.825,None,0.0,PayPal,False,,False,2.08,True,False,False,,Control,v4.0
9548,158,249,99,2,2,270.13,263.92,0.73,6,3,1080p,False,English,1,True,False,False,,True,4,,True,False,False,Collaborative Filtering,4,,0.484,None,0.0,Debit Card,False,,True,1.14,True,True,True,Network Error,Variant_A,v4.0
9549,446,284,165,3,3,10.7,13.71,0.98,7,3,1080p,False,English,8,False,False,False,,True,4,Thumbs Down,False,False,False,Trending,2,,0.773,Renewal,7.99,Credit Card,False,,True,1.89,True,True,False,,Variant_A,v4.0
9550,141,317,48,4,1,18.15,20.2,0.8,6,2,4K,False,English,3,False,False,False,,False,0,,True,True,False,Editorial,5,27.9,0.921,None,0.0,Credit Card,False,,True,1.54,False,False,False,,Variant_A,v3.2
9551,446,311,119,1,2,5.07,4.63,0.98,6,2,1080p,False,English,9,False,False,True,1.3,False,0,,True,False,False,Editorial,2,,0.421,None,0.0,Credit Card,False,,True,1.23,True,False,False,,Control,v3.1
9552,251,34,185,3,3,53.46,62.97,0.35,7,4,720p,False,English,1,False,False,False,,True,1,Thumbs Down,False,False,False,Collaborative Filtering,18,,0.416,None,0.0,Debit Card,False,,True,0.35,False,False,False,,Control,v3.3
9553,303,154,111,3,2,178.89,190.42,0.69,4,2,4K,True,Original,9,False,False,True,4.4,False,0,,True,True,True,Hybrid,6,37.7,0.994,None,0.0,Credit Card,False,,False,1.61,True,False,False,,Variant_A,v4.0
9554,112,274,159,2,3,126.69,136.27,0.76,1,4,480p,False,English,5,False,False,True,1.8,False,0,,True,False,False,Hybrid,11,,0.804,Signup,13.99,PayPal,False,,True,1.44,True,False,False,,Variant_A,v3.2
9555,144,254,195,3,1,6.87,7.61,0.57,3,1,1080p,False,Original,6,False,True,False,,True,2,,True,False,False,Content-Based,10,,0.484,None,0.0,Credit Card,False,,True,2.47,True,False,False,,Variant_A,v4.0
9556,450,63,85,3,1,6.23,6.64,0.78,4,4,720p,False,English,4,False,True,False,,False,0,,True,False,False,Collaborative Filtering,1,,0.584,Downgrade,0.0,Credit Card,False,,True,1.5,True,True,False,,Variant_B,v3.2
9557,209,321,165,4,2,17.88,22.52,0.72,8,2,240p,False,German,2,False,True,False,,True,2,,True,False,False,Collaborative Filtering,2,,0.991,None,0.0,Credit Card,False,,True,1.4,False,False,False,,Control,v3.3
9558,224,340,17,1,2,5.51,5.56,0.88,1,0,480p,False,English,8,False,False,False,,True,2,,True,False,False,Hybrid,10,,0.536,Upgrade,0.0,Debit Card,False,,True,2.36,False,False,False,,Variant_B,v3.3
9559,43,317,36,1,1,42.05,45.09,0.34,6,2,480p,False,Hindi,1,True,True,True,2.4,False,0,Thumbs Up,True,False,False,Trending,5,,0.852,Downgrade,19.99,Credit Card,False,,True,1.25,True,False,False,,Control,v3.1
9560,264,17,92,1,1,142.31,155.38,0.9,4,3,240p,False,Hindi,8,False,False,False,,False,0,,True,True,False,Collaborative Filtering,12,55.3,0.545,None,0.0,Apple Pay,False,,True,0.58,False,False,False,,Control,v3.3
9561,244,281,105,2,2,38.82,45.99,0.66,0,2,1080p,True,French,3,False,False,False,,False,0,,True,False,False,Collaborative Filtering,19,,0.639,None,0.0,Apple Pay,False,,True,1.04,True,False,False,,Control,v3.1
9562,3,312,166,1,2,140.92,132.37,0.53,3,1,720p,True,Original,4,False,False,False,,False,0,,True,False,False,Hybrid,2,,0.928,Upgrade,7.99,Gift Card,False,,True,0.8,True,True,False,,Control,v4.0
9563,125,316,158,4,2,10.75,10.67,0.81,2,4,1080p,False,English,4,False,False,False,,False,0,,True,False,False,Editorial,6,,0.417,Renewal,13.99,Credit Card,False,,True,1.32,False,False,False,,Variant_B,v3.3
9564,268,279,116,1,1,47.44,57.25,0.91,4,3,720p,False,English,3,False,False,False,,True,2,,True,False,False,Content-Based,15,,0.584,None,0.0,Debit Card,False,,False,2.22,False,False,False,,Variant_B,v3.3
9565,84,212,38,1,1,87.7,83.5,0.66,2,4,1080p,False,English,3,False,False,False,,False,0,Thumbs Down,True,False,False,Collaborative Filtering,8,,0.692,None,0.0,Debit Card,False,,True,0.12,True,False,False,,Control,v4.0
9566,16,288,195,2,1,30.13,31.94,0.34,2,4,4K,True,German,5,False,True,True,4.5,False,0,,True,False,False,Collaborative Filtering,16,,0.775,Renewal,0.0,Credit Card,False,,True,1.37,True,False,True,Playback Error,Control,v4.0
9567,334,258,143,4,3,5.29,4.98,0.91,1,2,720p,False,English,7,True,False,False,,False,0,,True,True,False,Hybrid,19,114.0,0.417,Signup,7.99,Credit Card,True,,True,1.47,False,False,False,,Variant_A,v3.1
9568,464,93,167,1,2,223.29,230.7,0.84,6,0,4K,False,English,3,False,False,False,,True,1,,False,False,False,Hybrid,18,,0.646,Renewal,19.99,Debit Card,False,,True,0.78,True,False,False,,Variant_A,v3.3
9569,59,39,30,4,3,25.88,32.51,0.66,4,3,1080p,True,Spanish,3,False,False,False,,True,4,,True,True,False,Editorial,17,40.1,0.607,None,0.0,Debit Card,False,,True,1.39,True,False,False,,Variant_B,v3.3
9570,177,105,90,2,3,70.8,80.01,0.49,5,1,1080p,True,Spanish,6,False,False,False,,False,0,,False,False,False,Content-Based,1,,0.416,None,0.0,Debit Card,False,,True,2.25,True,False,False,,Control,v3.2
9571,63,280,38,1,1,20.04,21.89,0.98,3,1,1080p,True,English,8,False,False,False,,False,0,,True,True,True,Editorial,11,87.9,0.613,None,0.0,Credit Card,False,,False,2.17,True,False,False,,Control,v3.3
9572,446,349,16,4,3,12.33,11.28,0.84,2,0,720p,False,French,8,False,False,False,,False,0,,False,False,False,Collaborative Filtering,4,,0.959,None,0.0,Apple Pay,False,,True,0.58,True,False,False,,Variant_B,v3.3
9573,491,327,56,3,3,186.9,187.66,0.46,4,0,4K,True,German,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,6,,0.565,Renewal,13.99,Credit Card,False,,False,1.35,False,False,False,,Variant_B,v4.0
9574,49,243,35,2,1,59.29,65.54,0.39,4,2,480p,True,English,6,False,False,False,,False,0,,True,False,False,Trending,7,,0.751,None,0.0,PayPal,False,,True,1.86,True,False,False,,Variant_B,v3.3
9575,307,183,183,2,2,27.87,25.14,0.71,2,1,1080p,True,English,3,True,False,False,,True,5,,True,False,False,Content-Based,8,,0.579,None,0.0,Credit Card,False,,True,2.38,False,False,False,,Variant_A,v3.2
9576,246,202,10,4,3,15.82,14.89,0.78,1,3,1080p,True,Original,9,False,False,False,,False,0,,True,True,False,Editorial,10,95.1,0.464,None,0.0,Credit Card,False,,True,1.9,True,False,False,,Variant_B,v3.2
9577,289,343,79,3,3,244.73,293.61,0.63,4,0,720p,False,English,1,False,False,False,,False,0,,True,False,False,Content-Based,17,,0.574,None,0.0,Apple Pay,False,,True,1.69,True,False,False,,Variant_B,v3.1
9578,286,53,5,1,2,22.21,22.38,0.8,6,0,720p,False,English,8,False,False,False,,False,0,,True,False,False,Content-Based,12,,0.682,Signup,13.99,PayPal,False,,True,0.69,True,False,False,,Control,v3.3
9579,443,160,54,1,1,17.96,21.91,0.68,1,0,480p,False,Original,7,True,False,False,,True,5,,True,False,False,Content-Based,8,,0.578,None,0.0,Gift Card,False,,True,1.32,True,False,False,,Control,v3.3
9580,332,217,22,3,1,28.96,30.35,0.52,0,3,480p,False,English,4,True,False,True,1.1,False,0,,True,True,True,Content-Based,12,30.3,0.775,Upgrade,7.99,Apple Pay,False,,True,1.05,False,False,False,,Variant_B,v3.2
9581,15,172,162,3,3,201.83,196.04,0.91,0,1,1080p,True,English,8,False,False,True,1.3,True,1,,True,False,False,Content-Based,17,,0.969,Renewal,19.99,Credit Card,False,,False,1.07,False,False,False,,Control,v4.0
9582,338,293,83,3,1,129.65,122.53,0.42,4,3,720p,False,English,9,False,False,False,,False,0,Thumbs Up,True,False,False,Editorial,3,,0.442,None,0.0,Credit Card,False,,True,0.71,True,False,False,,Control,v4.0
9583,255,229,39,2,2,89.76,91.97,0.5,8,3,1080p,True,English,2,False,False,False,,False,0,,True,True,True,Trending,14,113.2,0.83,Renewal,13.99,Apple Pay,False,,True,0.9,True,False,False,,Variant_B,v3.2
9584,92,309,190,3,1,49.23,48.52,0.41,3,2,4K,False,English,8,False,False,False,,True,5,,False,False,False,Collaborative Filtering,12,,0.401,None,0.0,Debit Card,False,,False,1.89,True,True,False,,Control,v3.3
9585,279,241,144,2,3,128.28,134.91,0.93,5,0,1080p,True,Spanish,5,True,False,False,,False,0,,True,False,False,Collaborative Filtering,5,,0.401,Renewal,19.99,PayPal,False,,False,1.06,True,True,False,,Control,v4.0
9586,206,332,194,2,1,1.52,1.41,0.84,0,1,4K,False,Spanish,2,False,False,False,,True,4,,False,False,False,Trending,13,,0.48,None,0.0,Credit Card,False,,False,0.25,True,False,True,Auth Error,Variant_A,v4.0
9587,94,194,181,4,3,18.09,19.28,0.87,0,2,4K,True,English,3,False,False,False,,False,0,,True,False,False,Hybrid,11,,0.688,None,0.0,Credit Card,False,,False,0.22,True,False,False,,Variant_B,v3.2
9588,225,324,7,2,1,58.08,61.13,0.67,5,2,720p,False,French,1,False,True,False,,False,0,,False,False,False,Content-Based,16,,0.429,Downgrade,7.99,PayPal,False,,True,0.59,False,False,False,,Control,v4.0
9589,301,137,35,4,3,19.71,18.54,0.31,8,4,720p,True,English,2,False,False,False,,True,1,,True,False,False,Collaborative Filtering,10,,0.833,None,0.0,PayPal,False,,False,0.64,False,False,False,,Control,v3.3
9590,318,225,107,4,2,259.09,273.26,0.79,1,0,1080p,False,English,4,False,False,False,,True,3,,True,False,False,Content-Based,8,,0.418,Renewal,19.99,Gift Card,False,,True,2.36,True,True,False,,Control,v3.2
9591,463,235,100,3,2,46.29,42.24,0.66,8,1,1080p,True,English,1,False,False,False,,False,0,,True,False,False,Collaborative Filtering,6,,0.697,None,0.0,Credit Card,False,,False,1.49,True,False,False,,Variant_B,v3.3
9592,199,44,71,4,2,49.77,48.74,0.57,3,1,4K,False,English,9,False,False,True,2.8,False,0,,True,False,False,Collaborative Filtering,20,,0.806,Upgrade,0.0,Apple Pay,False,,True,2.02,True,True,True,Network Error,Control,v3.3
9593,271,50,143,3,3,81.33,85.4,0.81,6,1,480p,True,German,1,False,False,False,,True,3,,True,True,True,Collaborative Filtering,20,26.6,0.543,None,0.0,Debit Card,False,,True,0.33,True,False,False,,Variant_B,v3.1
9594,500,127,81,1,1,197.26,184.58,0.74,5,0,1080p,False,English,8,False,False,True,4.4,True,4,,True,False,False,Collaborative Filtering,3,,0.748,None,0.0,PayPal,False,,True,0.39,False,False,False,,Variant_B,v3.2
9595,234,225,52,1,2,55.77,63.75,0.8,1,1,720p,False,Original,9,True,True,False,,False,0,,True,True,False,Collaborative Filtering,20,32.1,0.557,None,0.0,Debit Card,False,,True,0.28,False,False,False,,Variant_A,v3.2
9596,46,175,131,2,2,50.91,53.96,0.69,4,3,4K,True,English,2,False,False,False,,True,5,,True,False,False,Editorial,10,,0.528,None,0.0,Credit Card,False,,True,1.62,True,False,False,,Control,v4.0
9597,64,119,29,2,2,31.72,38.04,0.74,6,3,4K,True,English,9,True,False,False,,True,4,,True,False,False,Trending,18,,0.891,Cancellation,13.99,Gift Card,False,Price,True,1.49,False,False,False,,Variant_A,v4.0
9598,230,197,83,4,2,34.85,42.28,0.68,0,0,1080p,False,Hindi,9,False,False,False,,False,0,,False,False,False,Collaborative Filtering,10,,0.6,Cancellation,19.99,Gift Card,False,Content,False,1.02,True,False,False,,Variant_B,v3.1
9599,430,277,1,3,2,273.96,284.01,0.62,5,1,480p,False,Spanish,5,False,False,False,,False,0,,True,False,False,Content-Based,13,,0.888,Signup,19.99,Credit Card,False,,True,0.29,False,False,False,,Variant_B,v3.3
9600,440,134,170,2,1,25.71,30.43,0.44,1,4,1080p,False,English,5,False,False,True,2.8,True,5,,True,False,False,Content-Based,14,,0.53,None,0.0,Gift Card,False,,True,1.14,False,False,False,,Variant_B,v4.0
9601,249,94,46,2,3,24.69,24.88,0.93,8,4,720p,False,English,1,True,False,True,1.0,False,0,,True,False,False,Content-Based,1,,0.614,None,0.0,Apple Pay,False,,True,1.04,True,False,False,,Control,v3.2
9602,246,215,38,3,1,41.76,53.81,0.48,3,4,480p,True,English,9,False,False,False,,True,5,Thumbs Down,True,False,False,Content-Based,20,,0.462,Renewal,7.99,Credit Card,False,,True,0.34,True,True,False,,Control,v3.3
9603,428,192,79,4,2,199.1,251.64,0.76,7,3,1080p,True,Hindi,5,False,False,False,,False,0,Thumbs Up,False,False,False,Content-Based,15,,0.698,Signup,7.99,Credit Card,False,,True,0.95,True,False,False,,Control,v4.0
9604,75,43,170,4,3,154.76,150.15,0.64,6,4,1080p,False,English,8,False,False,False,,True,5,,True,True,True,Content-Based,12,69.8,0.629,Upgrade,7.99,Gift Card,False,,False,2.11,True,False,False,,Control,v3.2
9605,157,14,10,2,2,15.32,16.23,0.52,5,1,1080p,True,Original,5,False,False,False,,False,0,,True,True,False,Trending,16,94.0,0.404,None,0.0,Credit Card,False,,True,2.25,True,False,True,Auth Error,Control,v3.3
9606,223,139,48,2,1,115.01,148.12,0.86,3,1,4K,False,German,2,False,False,False,,False,0,,True,True,True,Hybrid,7,110.6,0.679,Cancellation,19.99,Credit Card,False,Technical,True,0.7,False,False,True,Payment Error,Variant_A,v3.3
9607,190,80,112,4,3,31.64,33.28,0.37,7,4,4K,False,Spanish,4,False,False,False,,False,0,,True,False,False,Content-Based,14,,0.445,Downgrade,13.99,Apple Pay,False,,False,0.78,True,False,False,,Variant_B,v3.3
9608,473,57,60,3,1,76.61,92.03,0.55,0,2,720p,False,English,6,True,False,False,,False,0,,True,True,False,Editorial,9,85.5,0.902,Renewal,7.99,Gift Card,False,,True,0.78,True,True,False,,Control,v3.3
9609,52,19,114,3,1,18.14,23.04,0.68,0,4,720p,False,English,6,True,True,False,,True,5,,True,False,False,Collaborative Filtering,9,,0.696,Renewal,7.99,Apple Pay,False,,True,1.6,False,False,False,,Variant_B,v3.3
9610,438,89,67,2,2,5.12,6.54,0.44,5,2,1080p,False,English,9,False,False,False,,False,0,Thumbs Up,True,False,False,Collaborative Filtering,10,,0.814,Signup,19.99,Credit Card,False,,False,1.0,False,False,False,,Variant_B,v3.2
9611,88,118,100,1,1,2.39,3.08,0.85,7,0,720p,False,English,7,False,False,False,,False,0,,True,True,False,Collaborative Filtering,9,65.7,0.893,None,0.0,Debit Card,False,,True,1.71,True,True,False,,Control,v3.1
9612,313,358,161,2,3,3.21,4.16,0.68,8,0,720p,True,Spanish,4,False,False,False,,True,1,,True,False,False,Hybrid,16,,0.431,Renewal,13.99,Credit Card,False,,True,0.12,False,False,False,,Variant_A,v3.3
9613,339,25,93,3,3,252.79,278.05,0.54,3,1,720p,True,French,6,True,False,False,,True,4,,True,False,False,Hybrid,8,,0.602,Downgrade,19.99,Apple Pay,False,,True,1.58,True,False,False,,Control,v3.3
9614,66,156,10,4,3,55.14,51.6,0.58,4,3,720p,True,English,3,True,False,False,,False,0,,True,False,False,Collaborative Filtering,2,,0.415,None,0.0,Apple Pay,False,,False,1.02,False,False,False,,Control,v3.3
9615,150,256,57,1,2,54.47,54.84,0.89,1,1,4K,False,German,5,True,False,False,,False,0,,True,False,False,Collaborative Filtering,18,,0.43,None,0.0,Apple Pay,False,,True,1.61,True,False,False,,Control,v4.0
9616,20,292,183,4,2,285.58,260.14,0.58,0,1,720p,False,English,9,False,False,False,,False,0,,True,False,False,Hybrid,18,,0.423,Downgrade,0.0,Credit Card,False,,True,2.3,True,True,False,,Control,v3.2
9617,33,1,133,1,1,63.92,64.94,0.35,8,3,720p,True,English,4,False,False,False,,False,0,,True,False,False,Collaborative Filtering,12,,0.687,Renewal,0.0,Debit Card,False,,True,2.41,True,False,False,,Variant_B,v3.2
9618,328,175,121,1,1,26.19,31.94,0.64,0,1,720p,False,French,9,True,False,False,,False,0,,True,True,True,Content-Based,3,45.0,0.67,None,0.0,Debit Card,False,,True,1.42,True,False,False,,Control,v3.2
9619,281,358,40,2,3,22.25,22.45,0.56,7,3,720p,False,Spanish,6,False,False,False,,True,3,Thumbs Up,True,False,False,Collaborative Filtering,2,,0.437,None,0.0,Gift Card,False,,False,0.52,False,False,False,,Variant_A,v4.0
9620,46,74,23,3,1,47.17,55.4,0.63,5,1,720p,True,Spanish,3,False,False,False,,False,0,,False,False,False,Trending,6,,0.557,Signup,7.99,Credit Card,False,,True,2.32,True,False,False,,Control,v4.0
9621,73,361,100,3,2,74.1,75.01,0.36,0,0,720p,False,Hindi,3,False,False,False,,True,1,,True,False,False,Collaborative Filtering,6,,0.547,None,0.0,Credit Card,False,,False,1.25,False,False,False,,Variant_A,v3.3
9622,354,183,72,1,2,72.67,75.23,0.82,5,2,240p,False,English,8,False,False,False,,False,0,,True,False,False,Trending,17,,0.578,Downgrade,7.99,Debit Card,False,,True,0.97,True,True,False,,Variant_A,v4.0
9623,313,145,10,2,2,20.24,22.8,0.81,0,1,1080p,True,Original,1,False,False,False,,True,5,,True,False,False,Collaborative Filtering,16,,0.784,Renewal,0.0,Debit Card,False,,True,0.44,False,False,False,,Control,v4.0
9624,343,152,180,1,1,32.31,37.8,0.44,3,2,240p,False,Hindi,5,True,False,False,,True,3,,True,False,False,Editorial,13,,0.818,None,0.0,Apple Pay,False,,True,2.29,False,False,True,Auth Error,Variant_B,v4.0
9625,133,49,163,3,3,199.24,242.11,0.5,5,4,1080p,False,English,3,False,False,False,,True,2,,True,False,False,Trending,12,,0.603,None,0.0,Credit Card,False,,True,2.42,False,False,False,,Control,v4.0
9626,55,318,108,1,3,55.06,50.19,0.79,4,1,720p,False,Spanish,6,True,False,False,,False,0,,False,False,False,Trending,11,,0.873,Signup,0.0,Debit Card,True,,True,2.41,False,False,False,,Variant_B,v3.2
9627,61,121,125,3,2,17.02,16.89,0.99,5,0,4K,True,English,9,False,False,True,4.8,False,0,Thumbs Up,True,False,False,Editorial,15,,0.651,None,0.0,Apple Pay,False,,True,1.21,True,False,False,,Control,v3.3
9628,345,9,50,1,3,73.48,66.34,0.93,1,3,4K,True,Spanish,5,False,False,False,,False,0,,True,True,False,Collaborative Filtering,17,47.3,0.713,None,0.0,Credit Card,False,,True,2.14,True,False,False,,Control,v3.2
9629,8,193,48,3,2,52.04,48.63,0.7,3,0,4K,False,French,9,False,False,False,,True,3,,True,False,False,Content-Based,20,,0.487,None,0.0,Debit Card,False,,True,1.79,False,False,False,,Variant_A,v4.0
9630,272,276,26,1,3,282.15,321.76,0.89,6,2,720p,False,Spanish,1,False,False,True,1.4,False,0,Thumbs Up,False,False,False,Content-Based,8,,0.54,None,0.0,Debit Card,False,,False,1.22,True,False,False,,Variant_A,v3.2
9631,246,5,82,3,1,26.4,28.13,0.58,4,3,480p,False,English,8,False,False,False,,False,0,,True,False,False,Trending,7,,0.837,Signup,0.0,Credit Card,False,,False,2.09,False,False,False,,Variant_B,v3.2
9632,176,348,46,3,2,69.43,89.69,0.59,0,0,720p,False,English,2,False,True,True,4.5,True,5,,True,False,False,Collaborative Filtering,11,,0.986,None,0.0,Credit Card,False,,False,1.23,False,False,False,,Control,v3.1
9633,493,300,57,2,3,14.75,14.17,0.84,2,0,240p,False,English,3,False,False,False,,False,0,,True,True,True,Content-Based,8,22.3,0.823,Renewal,19.99,Apple Pay,False,,False,1.99,True,False,False,,Control,v4.0
